Period,Inst_sector,Inst_sector_code,Descriptor,SNA08TRANS,Asset_liability_code,Values
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Net transactions in financial derivatives,F000000,AFA0700,0
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Net transactions in other accounts receivable,F000000,AFA0800,193
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Net transactions in financial liabilities,F000000,AFL0000,4310
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Net transactions in monetary gold and special drawing rights,F000000,AFL0100,0
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Net transactions in currency and deposits,F000000,AFL0200,0
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Net transactions in debt securities,F000000,AFL0300,6219
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Net transactions in loans,F000000,AFL0400,513
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Net transactions in equity and investment fund shares,F000000,AFL0500,-2576
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Net transactions in insurance pension and standardised guarantee schemes,F000000,AFL0600,0
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Net transactions in financial derivatives,F000000,AFL0700,0
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Net transactions in other accounts payable,F000000,AFL0800,154
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Other Changes in the Volume of Assets and Liabilities Catastrophic losses,K030000,AN00000,0
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Other Changes in the Volume of Assets and Liabilities Financial assets,K050000,AFA0000,1148
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Other Changes in the Volume of Assets and Liabilities Financial liabilities,K050000,AFL0000,1298
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Other Changes in the Volume of Assets and Liabilities Other changes in volume n.e.c.,K050000,AN00000,150
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Other Changes in the Volume of Assets and Liabilities Changes in sector classification,K061000,AF00000,0
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Other Changes in the Volume of Assets and Liabilities Changes in assets and liabilities classification,K062000,AF00000,0
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Financial assets Total financial assets,K070000,AFA0000,3115
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Financial assets Monetary gold and special drawing rights,K070000,AFA0100,0
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Financial assets Currency and deposits,K070000,AFA0200,C
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Financial assets Debt securities,K070000,AFA0300,3006
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Financial assets Loans,K070000,AFA0400,C
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Financial assets Equity and investment fund shares,K070000,AFA0500,-12
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Financial assets Insurance pension and standardised guarantee schemes,K070000,AFA0600,0
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Financial assets Financial derivatives and employee stock options,K070000,AFA0700,121
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Financial assets Other accounts receivable,K070000,AFA0800,0
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Financial liabilities Total financial liabilities,K070000,AFL0000,3149
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Financial liabilities Monetary gold and special drawing rights,K070000,AFL0100,0
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Financial liabilities Currency and deposits,K070000,AFL0200,0
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Financial liabilities Debt securities,K070000,AFL0300,5384
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Financial liabilities Loans,K070000,AFL0400,C
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Financial liabilities Equity and investment fund shares,K070000,AFL0500,-2247
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Financial liabilities Insurance pension and standardised guarantee schemes,K070000,AFL0600,0
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Financial liabilities Financial derivatives and employee stock options,K070000,AFL0700,-34
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Financial liabilities Other accounts payable,K070000,AFL0800,C
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Total non-financial assets,K070000,AN00000,-83
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Produced non-financial assets,K070000,AN10000,-83
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Non-produced non-financial assets,K070000,AN20000,0
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance Total financial assets,LE00000,AFA0000,74341
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance currency and deposits,LE00000,AFA0200,1004
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance debt securities,LE00000,AFA0300,43467
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance loans,LE00000,AFA0400,22599
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,2063
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance insurance pension and standardised guarantee schemes,LE00000,AFA0600,172
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance financial derivatives,LE00000,AFA0700,552
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,4484
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,74937
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance debt securities,LE00000,AFL0300,62729
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance loans,LE00000,AFL0400,10861
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,979
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance insurance pension and standardised guarantee schemes,LE00000,AFL0600,0
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,55
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,314
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,922
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,746
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,176
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Opening balance Total financial assets,LS00000,AFA0000,64908
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Opening balance monetary gold and special drawing rights,LS00000,AFA0100,0
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Opening balance currency and deposits,LS00000,AFA0200,401
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Opening balance debt securities,LS00000,AFA0300,39402
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Opening balance loans,LS00000,AFA0400,17996
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Opening balance equity and investment fund shares,LS00000,AFA0500,2306
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Opening balance insurance pension and standardised guarantee schemes,LS00000,AFA0600,81
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Opening balance financial derivatives,LS00000,AFA0700,431
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Opening balance other accounts receivable,LS00000,AFA0800,4291
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Opening balance Total financial liabilities,LS00000,AFL0000,66180
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Opening balance monetary gold and special drawing rights,LS00000,AFL0100,0
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Opening balance currency and deposits,LS00000,AFL0200,0
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Opening balance debt securities,LS00000,AFL0300,51126
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Opening balance loans,LS00000,AFL0400,10269
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Opening balance equity and investment fund shares,LS00000,AFL0500,4536
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Opening balance insurance pension and standardised guarantee schemes,LS00000,AFL0600,0
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Opening balance financial derivatives,LS00000,AFL0700,89
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Opening balance other accounts payable,LS00000,AFL0800,160
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Capital Account Opening balances Total non-financial assets,LS00000,AN00000,995
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Capital Account Opening balances Produced non-financial assets,LS00000,AN10000,969
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Capital Account Opening balances Non-produced non-financial assets,LS00000,AN20000,26
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Capital Account Total net transactions in non-produced non-financial assets,NP00000,AN20000,-0
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Capital Account Net transactions in non-produced non-financial assets Net purchases of land,NP01000,AN20000,-0
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Capital Account Net transactions in non-produced non-financial assets Purchases of non-produced non-financial assets net,NP02000,AN20000,0
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Total net transactions in produced non-financial assets,P050000,AN10000,-141
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Capital Account Net transactions in produced non-financial assets Consumption of fixed capital,P051C00,AN10000,-214
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Capital Account Net transactions in produced non-financial assets Gross fixed capital formation,P051G00,AN10000,70
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Capital Account Net transactions in produced non-financial assets Change in inventories,P052000,AN10000,3
2016.03,Insurance corporations,251,ISA Saving (net),B08N000,ISA,805
2016.03,Insurance corporations,251,Statistical discrepancy - net lending (+) / net borrowing (-),B090000,A000000,-1268
2016.03,Insurance corporations,251,Total net transactions in non-financial assets,B091N00,AN00000,6
2016.03,Insurance corporations,251,Capital Account Net lending (+) / net borrowing (-) ISA,B09C000,ISA,799
2016.03,Insurance corporations,251,Financial liabilities Net lending (+) / net borrowing (-) financial account,B09F000,A000000,-469
2016.03,Insurance corporations,251,Changes in net worth due to other changes in volume of assets,B102000,A000000,0
2016.03,Insurance corporations,251,Changes in net worth due to nominal holding gains/losses,B103000,A000000,-109
2016.03,Insurance corporations,251,ISA Net capital taxes receivable,D910000,ISA,0
2016.03,Insurance corporations,251,ISA Net capital transfers receivable,D990000,ISA,0
2016.03,Insurance corporations,251,Financial assets Net transactions in financial assets,F000000,AFA0000,532
2016.03,Insurance corporations,251,Financial assets Net transactions in monetary gold and special drawing rights,F000000,AFA0100,0
2016.03,Insurance corporations,251,Financial assets Net transactions in currency and deposits,F000000,AFA0200,C
2016.03,Insurance corporations,251,Financial assets Net transactions in debt securities,F000000,AFA0300,C
2016.03,Insurance corporations,251,Financial assets Net transactions in loans,F000000,AFA0400,C
2016.03,Insurance corporations,251,Financial assets Net transactions in equity and investment fund shares,F000000,AFA0500,860
2016.03,Insurance corporations,251,Financial assets Net transactions in insurance pension and standardised guarantee schemes,F000000,AFA0600,C
2016.03,Insurance corporations,251,Financial assets Net transactions in financial derivatives,F000000,AFA0700,0
2016.03,Insurance corporations,251,Financial assets Net transactions in other accounts receivable,F000000,AFA0800,C
2016.03,Insurance corporations,251,Financial liabilities Net transactions in financial liabilities,F000000,AFL0000,1000
2016.03,Insurance corporations,251,Financial liabilities Net transactions in monetary gold and special drawing rights,F000000,AFL0100,0
2016.03,Insurance corporations,251,Financial liabilities Net transactions in currency and deposits,F000000,AFL0200,0
2016.03,Insurance corporations,251,Financial liabilities Net transactions in debt securities,F000000,AFL0300,C
2016.03,Insurance corporations,251,Financial liabilities Net transactions in loans,F000000,AFL0400,C
2016.03,Insurance corporations,251,Financial liabilities Net transactions in equity and investment fund shares,F000000,AFL0500,6634
2016.03,Insurance corporations,251,Financial liabilities Net transactions in insurance pension and standardised guarantee schemes,F000000,AFL0600,-2751
2016.03,Insurance corporations,251,Financial liabilities Net transactions in financial derivatives,F000000,AFL0700,0
2016.03,Insurance corporations,251,Financial liabilities Net transactions in other accounts payable,F000000,AFL0800,-2786
2016.03,Insurance corporations,251,Other Changes in the Volume of Assets and Liabilities Catastrophic losses,K030000,AN00000,0
2016.03,Insurance corporations,251,Other Changes in the Volume of Assets and Liabilities Financial assets,K050000,AFA0000,6
2016.03,Insurance corporations,251,Other Changes in the Volume of Assets and Liabilities Financial liabilities,K050000,AFL0000,53
2016.03,Insurance corporations,251,Other Changes in the Volume of Assets and Liabilities Other changes in volume n.e.c.,K050000,AN00000,47
2016.03,Insurance corporations,251,Other Changes in the Volume of Assets and Liabilities Changes in sector classification,K061000,AF00000,0
2016.03,Insurance corporations,251,Other Changes in the Volume of Assets and Liabilities Changes in assets and liabilities classification,K062000,AF00000,0
2016.03,Insurance corporations,251,Revaluation Account Financial assets Total financial assets,K070000,AFA0000,439
2016.03,Insurance corporations,251,Revaluation Account Financial assets Monetary gold and special drawing rights,K070000,AFA0100,0
2016.03,Insurance corporations,251,Revaluation Account Financial assets Currency and deposits,K070000,AFA0200,C
2016.03,Insurance corporations,251,Revaluation Account Financial assets Debt securities,K070000,AFA0300,C
2016.03,Insurance corporations,251,Revaluation Account Financial assets Loans,K070000,AFA0400,C
2016.03,Insurance corporations,251,Revaluation Account Financial assets Equity and investment fund shares,K070000,AFA0500,-41
2016.03,Insurance corporations,251,Revaluation Account Financial assets Insurance pension and standardised guarantee schemes,K070000,AFA0600,0
2016.03,Insurance corporations,251,Revaluation Account Financial assets Financial derivatives and employee stock options,K070000,AFA0700,56
2016.03,Insurance corporations,251,Revaluation Account Financial assets Other accounts receivable,K070000,AFA0800,0
2016.03,Insurance corporations,251,Revaluation Account Financial liabilities Total financial liabilities,K070000,AFL0000,571
2016.03,Insurance corporations,251,Revaluation Account Financial liabilities Monetary gold and special drawing rights,K070000,AFL0100,0
2016.03,Insurance corporations,251,Revaluation Account Financial liabilities Currency and deposits,K070000,AFL0200,0
2016.03,Insurance corporations,251,Revaluation Account Financial liabilities Debt securities,K070000,AFL0300,C
2016.03,Insurance corporations,251,Revaluation Account Financial liabilities Loans,K070000,AFL0400,C
2016.03,Insurance corporations,251,Revaluation Account Financial liabilities Equity and investment fund shares,K070000,AFL0500,859
2016.03,Insurance corporations,251,Revaluation Account Financial liabilities Insurance pension and standardised guarantee schemes,K070000,AFL0600,0
2016.03,Insurance corporations,251,Revaluation Account Financial liabilities Financial derivatives and employee stock options,K070000,AFL0700,-289
2016.03,Insurance corporations,251,Revaluation Account Financial liabilities Other accounts payable,K070000,AFL0800,C
2016.03,Insurance corporations,251,Revaluation Account Total non-financial assets,K070000,AN00000,24
2016.03,Insurance corporations,251,Revaluation Account Produced non-financial assets,K070000,AN10000,25
2016.03,Insurance corporations,251,Revaluation Account Non-produced non-financial assets,K070000,AN20000,-1
2016.03,Insurance corporations,251,Financial assets Closing balance Total financial assets,LE00000,AFA0000,28599
2016.03,Insurance corporations,251,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2016.03,Insurance corporations,251,Financial assets Closing balance currency and deposits,LE00000,AFA0200,C
2016.03,Insurance corporations,251,Financial assets Closing balance debt securities,LE00000,AFA0300,C
2016.03,Insurance corporations,251,Financial assets Closing balance loans,LE00000,AFA0400,C
2016.03,Insurance corporations,251,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,7027
2016.03,Insurance corporations,251,Financial assets Closing balance insurance pension and standardised guarantee schemes,LE00000,AFA0600,3169
2016.03,Insurance corporations,251,Financial assets Closing balance financial derivatives,LE00000,AFA0700,94
2016.03,Insurance corporations,251,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,3954
2016.03,Insurance corporations,251,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,30739
2016.03,Insurance corporations,251,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2016.03,Insurance corporations,251,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2016.03,Insurance corporations,251,Financial liabilities Closing balance debt securities,LE00000,AFL0300,C
2016.03,Insurance corporations,251,Financial liabilities Closing balance loans,LE00000,AFL0400,C
2016.03,Insurance corporations,251,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,11428
2016.03,Insurance corporations,251,Financial liabilities Closing balance insurance pension and standardised guarantee schemes,LE00000,AFL0600,18347
2016.03,Insurance corporations,251,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,4
2016.03,Insurance corporations,251,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,660
2016.03,Insurance corporations,251,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,1281
2016.03,Insurance corporations,251,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,1058
2016.03,Insurance corporations,251,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,223
2016.03,Insurance corporations,251,Financial assets Opening balance Total financial assets,LS00000,AFA0000,27622
2016.03,Insurance corporations,251,Financial assets Opening balance monetary gold and special drawing rights,LS00000,AFA0100,0
2016.03,Insurance corporations,251,Financial assets Opening balance currency and deposits,LS00000,AFA0200,C
2016.03,Insurance corporations,251,Financial assets Opening balance debt securities,LS00000,AFA0300,C
2016.03,Insurance corporations,251,Financial assets Opening balance loans,LS00000,AFA0400,C
2016.03,Insurance corporations,251,Financial assets Opening balance equity and investment fund shares,LS00000,AFA0500,6201
2016.03,Insurance corporations,251,Financial assets Opening balance insurance pension and standardised guarantee schemes,LS00000,AFA0600,5019
2016.03,Insurance corporations,251,Financial assets Opening balance financial derivatives,LS00000,AFA0700,38
2016.03,Insurance corporations,251,Financial assets Opening balance other accounts receivable,LS00000,AFA0800,2866
2016.03,Insurance corporations,251,Financial liabilities Opening balance Total financial liabilities,LS00000,AFL0000,29114
2016.03,Insurance corporations,251,Financial liabilities Opening balance monetary gold and special drawing rights,LS00000,AFL0100,0
2016.03,Insurance corporations,251,Financial liabilities Opening balance currency and deposits,LS00000,AFL0200,0
2016.03,Insurance corporations,251,Financial liabilities Opening balance debt securities,LS00000,AFL0300,C
2016.03,Insurance corporations,251,Financial liabilities Opening balance loans,LS00000,AFL0400,C
2016.03,Insurance corporations,251,Financial liabilities Opening balance equity and investment fund shares,LS00000,AFL0500,3905
2016.03,Insurance corporations,251,Financial liabilities Opening balance insurance pension and standardised guarantee schemes,LS00000,AFL0600,21098
2016.03,Insurance corporations,251,Financial liabilities Opening balance financial derivatives,LS00000,AFL0700,293
2016.03,Insurance corporations,251,Financial liabilities Opening balance other accounts payable,LS00000,AFL0800,3448
2016.03,Insurance corporations,251,Capital Account Opening balances Total non-financial assets,LS00000,AN00000,1205
2016.03,Insurance corporations,251,Capital Account Opening balances Produced non-financial assets,LS00000,AN10000,1029
2016.03,Insurance corporations,251,Capital Account Opening balances Non-produced non-financial assets,LS00000,AN20000,176
2016.03,Insurance corporations,251,Capital Account Total net transactions in non-produced non-financial assets,NP00000,AN20000,1
2016.03,Insurance corporations,251,Capital Account Net transactions in non-produced non-financial assets Net purchases of land,NP01000,AN20000,1
2016.03,Insurance corporations,251,Capital Account Net transactions in non-produced non-financial assets Purchases of non-produced non-financial assets net,NP02000,AN20000,0
2016.03,Insurance corporations,251,Total net transactions in produced non-financial assets,P050000,AN10000,5
2016.03,Insurance corporations,251,Capital Account Net transactions in produced non-financial assets Consumption of fixed capital,P051C00,AN10000,-182
2016.03,Insurance corporations,251,Capital Account Net transactions in produced non-financial assets Gross fixed capital formation,P051G00,AN10000,186
2016.03,Insurance corporations,251,Capital Account Net transactions in produced non-financial assets Change in inventories,P052000,AN10000,0
2016.03,Pension funds,261,ISA Saving (net),B08N000,ISA,537
2016.03,Pension funds,261,Statistical discrepancy - net lending (+) / net borrowing (-),B090000,A000000,-706
2016.03,Pension funds,261,Total net transactions in non-financial assets,B091N00,AN00000,24
2016.03,Pension funds,261,Capital Account Net lending (+) / net borrowing (-) ISA,B09C000,ISA,518
2016.03,Pension funds,261,Financial liabilities Net lending (+) / net borrowing (-) financial account,B09F000,A000000,-188
2016.03,Pension funds,261,Changes in net worth due to other changes in volume of assets,B102000,A000000,179
2016.03,Pension funds,261,Changes in net worth due to nominal holding gains/losses,B103000,A000000,-15
2016.03,Pension funds,261,ISA Net capital taxes receivable,D910000,ISA,0
2016.03,Pension funds,261,ISA Net capital transfers receivable,D990000,ISA,5
2016.03,Pension funds,261,Financial assets Net transactions in financial assets,F000000,AFA0000,5038
2016.03,Pension funds,261,Financial assets Net transactions in monetary gold and special drawing rights,F000000,AFA0100,0
2016.03,Pension funds,261,Financial assets Net transactions in currency and deposits,F000000,AFA0200,-230
2016.03,Pension funds,261,Financial assets Net transactions in debt securities,F000000,AFA0300,-1107
2016.03,Pension funds,261,Financial assets Net transactions in loans,F000000,AFA0400,-13
2016.03,Pension funds,261,Financial assets Net transactions in equity and investment fund shares,F000000,AFA0500,6469
2016.03,Pension funds,261,Financial assets Net transactions in insurance pension and standardised guarantee schemes,F000000,AFA0600,-85
2016.03,Pension funds,261,Financial assets Net transactions in financial derivatives,F000000,AFA0700,0
2016.03,Pension funds,261,Financial assets Net transactions in other accounts receivable,F000000,AFA0800,4
2016.03,Pension funds,261,Financial liabilities Net transactions in financial liabilities,F000000,AFL0000,5226
2016.03,Pension funds,261,Financial liabilities Net transactions in monetary gold and special drawing rights,F000000,AFL0100,0
2016.03,Pension funds,261,Financial liabilities Net transactions in currency and deposits,F000000,AFL0200,0
2016.03,Pension funds,261,Financial liabilities Net transactions in debt securities,F000000,AFL0300,0
2016.03,Pension funds,261,Financial liabilities Net transactions in loans,F000000,AFL0400,10
2016.03,Pension funds,261,Financial liabilities Net transactions in equity and investment fund shares,F000000,AFL0500,0
2016.03,Pension funds,261,Financial liabilities Net transactions in insurance pension and standardised guarantee schemes,F000000,AFL0600,5229
2016.03,Pension funds,261,Financial liabilities Net transactions in financial derivatives,F000000,AFL0700,0
2016.03,Pension funds,261,Financial liabilities Net transactions in other accounts payable,F000000,AFL0800,-14
2016.03,Pension funds,261,Other Changes in the Volume of Assets and Liabilities Catastrophic losses,K030000,AN00000,0
2016.03,Pension funds,261,Other Changes in the Volume of Assets and Liabilities Financial assets,K050000,AFA0000,167
2016.03,Pension funds,261,Other Changes in the Volume of Assets and Liabilities Financial liabilities,K050000,AFL0000,-13
2016.03,Pension funds,261,Other Changes in the Volume of Assets and Liabilities Other changes in volume n.e.c.,K050000,AN00000,0
2016.03,Pension funds,261,Other Changes in the Volume of Assets and Liabilities Changes in sector classification,K061000,AF00000,0
2016.03,Pension funds,261,Other Changes in the Volume of Assets and Liabilities Changes in assets and liabilities classification,K062000,AF00000,0
2016.03,Pension funds,261,Revaluation Account Financial assets Total financial assets,K070000,AFA0000,349
2016.03,Pension funds,261,Revaluation Account Financial assets Monetary gold and special drawing rights,K070000,AFA0100,0
2016.03,Pension funds,261,Revaluation Account Financial assets Currency and deposits,K070000,AFA0200,0
2016.03,Pension funds,261,Revaluation Account Financial assets Debt securities,K070000,AFA0300,192
2016.03,Pension funds,261,Revaluation Account Financial assets Loans,K070000,AFA0400,0
2016.03,Pension funds,261,Revaluation Account Financial assets Equity and investment fund shares,K070000,AFA0500,-340
2016.03,Pension funds,261,Revaluation Account Financial assets Insurance pension and standardised guarantee schemes,K070000,AFA0600,355
2016.03,Pension funds,261,Revaluation Account Financial assets Financial derivatives and employee stock options,K070000,AFA0700,142
2016.03,Pension funds,261,Revaluation Account Financial assets Other accounts receivable,K070000,AFA0800,0
2016.03,Pension funds,261,Revaluation Account Financial liabilities Total financial liabilities,K070000,AFL0000,336
2016.03,Pension funds,261,Revaluation Account Financial liabilities Monetary gold and special drawing rights,K070000,AFL0100,0
2016.03,Pension funds,261,Revaluation Account Financial liabilities Currency and deposits,K070000,AFL0200,0
2016.03,Pension funds,261,Revaluation Account Financial liabilities Debt securities,K070000,AFL0300,0
2016.03,Pension funds,261,Revaluation Account Financial liabilities Loans,K070000,AFL0400,0
2016.03,Pension funds,261,Revaluation Account Financial liabilities Equity and investment fund shares,K070000,AFL0500,0
2016.03,Pension funds,261,Revaluation Account Financial liabilities Insurance pension and standardised guarantee schemes,K070000,AFL0600,355
2016.03,Pension funds,261,Revaluation Account Financial liabilities Financial derivatives and employee stock options,K070000,AFL0700,-19
2016.03,Pension funds,261,Revaluation Account Financial liabilities Other accounts payable,K070000,AFL0800,0
2016.03,Pension funds,261,Revaluation Account Total non-financial assets,K070000,AN00000,-28
2016.03,Pension funds,261,Revaluation Account Produced non-financial assets,K070000,AN10000,-28
2016.03,Pension funds,261,Revaluation Account Non-produced non-financial assets,K070000,AN20000,0
2016.03,Pension funds,261,Financial assets Closing balance Total financial assets,LE00000,AFA0000,69062
2016.03,Pension funds,261,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2016.03,Pension funds,261,Financial assets Closing balance currency and deposits,LE00000,AFA0200,1834
2016.03,Pension funds,261,Financial assets Closing balance debt securities,LE00000,AFA0300,3890
2016.03,Pension funds,261,Financial assets Closing balance loans,LE00000,AFA0400,7
2016.03,Pension funds,261,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,53112
2016.03,Pension funds,261,Financial assets Closing balance insurance pension and standardised guarantee schemes,LE00000,AFA0600,9820
2016.03,Pension funds,261,Financial assets Closing balance financial derivatives,LE00000,AFA0700,349
2016.03,Pension funds,261,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,50
2016.03,Pension funds,261,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,69148
2016.03,Pension funds,261,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2016.03,Pension funds,261,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2016.03,Pension funds,261,Financial liabilities Closing balance debt securities,LE00000,AFL0300,0
2016.03,Pension funds,261,Financial liabilities Closing balance loans,LE00000,AFL0400,20
2016.03,Pension funds,261,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2016.03,Pension funds,261,Financial liabilities Closing balance insurance pension and standardised guarantee schemes,LE00000,AFL0600,69096
2016.03,Pension funds,261,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,..
2016.03,Pension funds,261,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,32
2016.03,Pension funds,261,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,86
2016.03,Pension funds,261,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,39
